eye,onset,offset,duration,x,y,pupil_size,trial_id,task,stim_id
L,31306495,31308658,2164,945.7,540,5054,1,1_back,mst_178_A_l1.png
L,31308673,31309361,689,914.9,530.6,4638,1,1_back,mst_178_A_l1.png
L,31309373,31311631,2259,942.3,529,4406,2,1_back,mst_178_B_l1.png
L,31311649,31312474,826,912.7,488.3,4563,3,1_back,mst_075_A_l1.png
L,31312488,31313416,929,928.8,505.8,4974,3,1_back,mst_075_A_l1.png
L,31313433,31313608,176,974.9,526.5,4819,3,1_back,mst_075_A_l1.png
L,31313801,31316008,2208,957.8,545.3,4613,4,1_back,mst_199_A_l2.png
L,31316015,31316717,703,965.7,515.6,3828,4,1_back,mst_199_A_l2.png
L,31316726,31316999,274,952.3,526.3,3864,5,1_back,mst_215_A_l2.png
L,31317150,31318032,883,956.8,528.3,3987,5,1_back,mst_215_A_l2.png
L,31318040,31318402,363,988.2,531.4,3871,5,1_back,mst_215_A_l2.png
L,31318417,31320290,1874,953.7,536,4384,6,1_back,mst_215_B_l2.png
L,31320303,31320494,192,1007.5,544.9,4071,6,1_back,mst_215_B_l2.png
L,31320514,31320945,432,952,557.9,4224,6,1_back,mst_215_B_l2.png
L,31320952,31322350,1399,954.3,538.5,4451,7,1_back,mst_265_A_l2.png
L,31322366,31322539,174,982,528,4397,7,1_back,mst_265_A_l2.png
L,31322737,31323133,397,995.9,532,3884,7,1_back,mst_265_A_l2.png
L,31323153,31323754,602,967.5,502,3947,8,1_back,mst_760_A_foil.png
L,31323768,31324635,868,972,533.2,4442,8,1_back,mst_760_A_foil.png
L,31324657,31325189,533,1035.3,537.5,3991,8,1_back,mst_760_A_foil.png
L,31325204,31325668,465,981.2,554.7,3859,8,1_back,mst_760_A_foil.png
L,31325690,31326084,395,1017.2,510.9,4042,9,1_back,mst_760_A_foil.png
L,31326101,31327154,1054,979.1,535.1,4478,9,1_back,mst_760_A_foil.png
L,31327168,31327504,337,1028,538.6,4020,9,1_back,mst_760_A_foil.png
L,31327519,31327789,271,974.6,551.7,3881,9,1_back,mst_760_A_foil.png
L,31327802,31328172,371,1017.8,541,3915,9,1_back,mst_760_A_foil.png
L,31328191,31329181,991,966.9,534.6,3953,10,1_back,mst_579_A_foil.png
L,31329396,31329577,182,941.2,528.4,3709,10,1_back,mst_579_A_foil.png
L,31329590,31329997,408,972.5,523.1,3608,10,1_back,mst_579_A_foil.png
L,31330012,31330338,327,944.8,528.6,3513,10,1_back,mst_579_A_foil.png
L,31330345,31330642,298,974.9,514.8,3540,11,1_back,mst_579_A_foil.png
L,31330652,31331490,839,956.2,508.4,3430,11,1_back,mst_579_A_foil.png
L,31331506,31331839,334,1028.4,529.7,3350,11,1_back,mst_579_A_foil.png
L,31331857,31333467,1611,973.3,539.3,3959,12,1_back,mst_355_A_l2.png
L,31333492,31333657,166,854.7,529.6,4191,12,1_back,mst_355_A_l2.png
L,31333672,31333857,186,801.9,503.2,3729,12,1_back,mst_355_A_l2.png
L,31334055,31334319,265,802.6,482.3,3686,12,1_back,mst_355_A_l2.png
L,31334335,31334731,397,850.7,496.8,3735,13,1_back,mst_458_A_foil.png
L,31334750,31335114,365,925.6,542,3893,13,1_back,mst_458_A_foil.png
L,31335138,31336012,875,952.5,531.8,4374,13,1_back,mst_458_A_foil.png
L,31336033,31336243,211,991.7,541.9,4051,13,1_back,mst_458_A_foil.png
L,31336264,31337041,778,978.1,572.2,3866,13,1_back,mst_458_A_foil.png
L,31337055,31338239,1185,965.3,547,4144,14,1_back,mst_458_A_foil.png
L,31338248,31338437,190,996.2,561.8,3763,14,1_back,mst_458_A_foil.png
L,31338449,31338975,527,972.6,589,3796,14,1_back,mst_458_A_foil.png
L,31338987,31339176,190,972.2,561.6,3884,14,1_back,mst_458_A_foil.png
L,31339197,31339310,114,972.1,505.9,3917,15,1_back,mst_013_A_l1.png
L,31339535,31340233,699,982.3,519.3,4059,15,1_back,mst_013_A_l1.png
L,31340249,31340660,412,972.2,535.6,4166,15,1_back,mst_013_A_l1.png
L,31340677,31341104,428,1021.1,544.2,3874,15,1_back,mst_013_A_l1.png
L,31341118,31341615,498,979.8,549.1,3914,15,1_back,mst_013_A_l1.png
L,31341810,31343387,1578,971.6,529.8,4137,16,1_back,mst_362_A_foil.png
L,31343599,31344396,798,953.5,538.9,3876,17,1_back,mst_362_A_foil.png
L,31344410,31345787,1378,966.6,541.4,4059,17,1_back,mst_362_A_foil.png
L,31345798,31346036,239,999.1,548.7,3942,17,1_back,mst_362_A_foil.png
L,31346051,31347837,1787,970.8,534,4081,18,1_back,mst_017_A_l1.png
L,31348060,31350157,2098,969.6,532,4251,19,1_back,mst_721_A_foil.png
L,31350180,31350957,778,959.2,433.1,3775,19,1_back,mst_721_A_foil.png
L,31350977,31351237,261,948.6,485.6,3892,20,1_back,mst_721_A_foil.png
L,31351252,31360460,9209,964.8,521.9,4392,24,1_back,mst_545_A_foil.png
L,31360486,31360853,368,949.1,550.7,4950,24,1_back,mst_545_A_foil.png
L,31361073,31361244,172,971.5,526.6,4362,24,1_back,mst_545_A_foil.png
L,31361263,31361867,605,938.9,502.3,4515,24,1_back,mst_545_A_foil.png
L,31361880,31362276,397,902,488.9,4592,25,1_back,mst_545_A_foil.png
L,31362295,31362497,203,942.2,523.1,4612,25,1_back,mst_545_A_foil.png
L,31362516,31363297,782,938.6,521.2,4678,25,1_back,mst_545_A_foil.png
L,31363314,31363491,178,918,496.7,4611,25,1_back,mst_545_A_foil.png
L,31363506,31363947,442,941.5,505.6,4462,25,1_back,mst_545_A_foil.png
L,31363970,31364448,479,908.7,475,4492,25,1_back,mst_545_A_foil.png
L,31364458,31364728,271,942.1,467.2,4148,26,1_back,mst_279_A_foil.png
L,31364743,31365620,878,937.9,498.4,4238,26,1_back,mst_279_A_foil.png
L,31365631,31365761,131,969.2,518.5,4223,26,1_back,mst_279_A_foil.png
L,31366008,31366682,675,963.6,508.7,3838,26,1_back,mst_279_A_foil.png
L,31366696,31367149,454,945.3,511.7,3692,27,1_back,mst_279_A_foil.png
L,31367167,31367281,115,1009.1,523.4,3722,27,1_back,mst_279_A_foil.png
L,31367301,31367779,479,963.7,532.3,3972,27,1_back,mst_279_A_foil.png
L,31367796,31368043,248,993.9,567.3,3729,27,1_back,mst_279_A_foil.png
L,31368057,31368400,344,959.4,586.8,3669,27,1_back,mst_279_A_foil.png
L,31368411,31368827,417,956.9,541.9,3587,27,1_back,mst_279_A_foil.png
L,31369053,31370247,1195,966.8,533.3,3940,28,1_back,mst_216_A_l2.png
L,31370272,31370744,473,1053.9,479.9,3448,28,1_back,mst_216_A_l2.png
L,31370761,31370913,153,992.1,489.9,3395,28,1_back,mst_216_A_l2.png
L,31371113,31372316,1204,962.1,527.9,3828,29,1_back,mst_153_A_l1.png
L,31372327,31372521,195,954.8,497.7,4011,29,1_back,mst_153_A_l1.png
L,31372730,31373426,697,966.6,514.8,3917,29,1_back,mst_153_A_l1.png
L,31373447,31373837,391,972.9,521.4,4090,30,1_back,mst_377_A_foil.png
L,31373845,31374406,562,965.7,520.4,4287,30,1_back,mst_377_A_foil.png
L,31374419,31374596,178,973.3,545.1,4057,30,1_back,mst_377_A_foil.png
L,31374614,31374801,188,917.9,571.9,3945,30,1_back,mst_377_A_foil.png
L,31375022,31375141,120,1023.3,628.9,3831,30,1_back,mst_377_A_foil.png
L,31375161,31375341,181,1070,675.2,3871,30,1_back,mst_377_A_foil.png
L,31375362,31375569,208,992.3,638.6,3791,31,1_back,mst_377_A_foil.png
L,31375589,31375754,166,909.4,646.6,3746,31,1_back,mst_377_A_foil.png
L,31375782,31376646,865,945.8,551.9,4092,31,1_back,mst_377_A_foil.png
L,31376670,31376979,310,865.5,586.4,4002,31,1_back,mst_377_A_foil.png
L,31377011,31377260,250,1065.1,674.6,3958,31,1_back,mst_377_A_foil.png
L,31377270,31377436,167,1044.4,661.5,3930,31,1_back,mst_377_A_foil.png
L,31377463,31378181,719,971.3,522,3883,32,1_back,mst_293_A_l2.png
L,31378198,31379127,930,964.9,546.3,4249,32,1_back,mst_293_A_l2.png
L,31379144,31379383,240,1023.1,553.8,3686,32,1_back,mst_293_A_l2.png
L,31379578,31381387,1810,964,549.6,3943,33,1_back,mst_525_A_foil.png
L,31381407,31381722,316,940.3,483.3,3739,33,1_back,mst_525_A_foil.png
L,31381729,31382120,392,949.7,459.5,3564,33,1_back,mst_525_A_foil.png
L,31382141,31382383,243,974.2,526,3440,33,1_back,mst_525_A_foil.png
L,31382403,31382863,461,949.9,473.4,3523,34,1_back,mst_525_A_foil.png
L,31382878,31385071,2194,950.6,499.1,3982,35,1_back,mst_111_A_l1.png
L,31385078,31385239,162,974,498.2,3987,35,1_back,mst_111_A_l1.png
L,31385250,31385451,202,945.4,508.9,4104,35,1_back,mst_111_A_l1.png
L,31385464,31386271,808,970.3,508.7,4160,35,1_back,mst_111_A_l1.png
L,31386279,31386426,148,950.1,480.4,3629,35,1_back,mst_111_A_l1.png
L,31386647,31387738,1092,968.2,485.6,3590,36,1_back,mst_293_B_l2.png
L,31387763,31388511,749,969.7,512.7,4033,36,1_back,mst_293_B_l2.png
L,31388526,31388971,446,1032,503.6,3815,36,1_back,mst_293_B_l2.png
L,31388986,31389229,244,973.7,512.8,3893,36,1_back,mst_293_B_l2.png
L,31389245,31389884,640,958.9,512.8,3850,37,1_back,mst_119_A_l1.png
L,31389905,31390292,388,946.7,529.6,4085,37,1_back,mst_119_A_l1.png
L,31390313,31390582,270,1005.2,542.4,3736,37,1_back,mst_119_A_l1.png
L,31390600,31395665,5066,946.8,535.7,4433,39,1_back,mst_345_B_l2.png
L,31395687,31395911,225,914.9,546.5,4279,39,1_back,mst_345_B_l2.png
L,31395923,31397453,1531,941,541.7,4510,40,1_back,mst_710_A_foil.png
L,31397684,31398180,497,938.1,531.6,3805,40,1_back,mst_710_A_foil.png
L,31398194,31398503,310,977.3,530.4,3860,40,1_back,mst_710_A_foil.png
L,31398520,31398740,221,930.8,535.2,3939,41,1_back,mst_710_A_foil.png
L,31398749,31402249,3501,952.1,534.3,4214,42,1_back,mst_216_B_l2.png
L,31402275,31402784,510,1084.6,498.8,3962,42,1_back,mst_216_B_l2.png
L,31402827,31403058,232,873.7,513.7,3937,43,1_back,mst_153_B_l1.png
L,31403075,31403635,561,928.6,518.6,4029,43,1_back,mst_153_B_l1.png
L,31403653,31404051,399,974.5,533,4183,43,1_back,mst_153_B_l1.png
L,31404068,31404605,538,958.8,501.2,3764,43,1_back,mst_153_B_l1.png
L,31404620,31404650,31,1032.2,499.1,3707,43,1_back,mst_153_B_l1.png
L,31404894,31405203,310,1008,505.1,3887,44,1_back,mst_126_A_l1.png
L,31405218,31406011,794,963.7,511.5,3982,44,1_back,mst_126_A_l1.png
L,31406024,31406567,544,921.3,505.8,3730,44,1_back,mst_126_A_l1.png
L,31406581,31406852,272,980.6,501.9,3811,44,1_back,mst_126_A_l1.png
L,31406864,31407988,1125,937.2,502.3,3937,45,1_back,mst_111_B_l1.png
L,31408007,31408258,252,982.8,498.6,4057,45,1_back,mst_111_B_l1.png
L,31408273,31408620,348,947.9,487.6,3777,45,1_back,mst_111_B_l1.png
L,31408633,31408951,319,980.7,491.7,3807,45,1_back,mst_111_B_l1.png
L,31408964,31409263,300,924.9,495.3,3810,46,1_back,mst_636_A_foil.png
L,31409278,31409488,211,969.8,493,3835,46,1_back,mst_636_A_foil.png
L,31409495,31410441,947,950.5,516.9,4173,46,1_back,mst_636_A_foil.png
L,31410710,31413019,2310,965.7,504.7,4282,47,1_back,mst_636_A_foil.png
L,31413040,31413198,159,952,503.4,4382,47,1_back,mst_636_A_foil.png
L,31413222,31413870,649,908.3,476.3,4468,48,1_back,mst_173_A_l1.png
L,31413882,31414073,192,925,487.2,4402,48,1_back,mst_173_A_l1.png
L,31414087,31414702,616,937.6,505.5,4514,48,1_back,mst_173_A_l1.png
L,31414726,31414992,267,1006.2,536.1,4321,48,1_back,mst_173_A_l1.png
L,31415000,31415351,352,1007.5,504.1,3739,48,1_back,mst_173_A_l1.png
L,31415597,31416064,468,1024.9,514.6,3736,49,1_back,mst_306_A_l2.png
L,31416076,31416287,212,1009.3,506.6,3684,49,1_back,mst_306_A_l2.png
L,31416305,31416478,174,943,512.1,3732,49,1_back,mst_306_A_l2.png
L,31416502,31417384,883,963.6,524.7,4180,49,1_back,mst_306_A_l2.png
L,31417403,31417585,183,947.5,494.4,4196,49,1_back,mst_306_A_l2.png
L,31417599,31417777,179,932.5,464.5,4268,49,1_back,mst_306_A_l2.png
L,31417788,31418210,423,945.8,441,4331,49,1_back,mst_306_A_l2.png
L,31418229,31418400,172,963,496.8,4315,50,1_back,mst_050_A_foil.png
L,31418409,31418680,272,992.6,505.7,4302,50,1_back,mst_050_A_foil.png
L,31418691,31419666,976,954,513.6,4339,50,1_back,mst_050_A_foil.png
L,31419681,31422141,2461,970.8,510.1,3996,51,1_back,mst_050_A_foil.png
L,31422162,31422333,172,980.1,463.7,3614,51,1_back,mst_050_A_foil.png
L,31422345,31422604,260,955.5,444.3,3602,51,1_back,mst_050_A_foil.png
L,31422624,31423398,775,971.5,501.3,3646,52,1_back,mst_124_A_l1.png
L,31423607,31424352,746,977.5,507.9,3985,52,1_back,mst_124_A_l1.png
L,31424375,31425437,1063,963.8,415.5,3783,53,1_back,mst_249_A_foil.png
L,31425448,31426409,962,973.1,478,4102,53,1_back,mst_249_A_foil.png
L,31426416,31426779,364,974.5,506.3,4327,53,1_back,mst_249_A_foil.png
L,31426797,31427397,601,958.4,523.5,3883,53,1_back,mst_249_A_foil.png
L,31427588,31429227,1640,986.9,518.7,4368,54,1_back,mst_249_A_foil.png
L,31429254,31432190,2937,960.7,533.4,4287,55,1_back,mst_563_A_foil.png
L,31432213,31432749,537,1003.2,499,4309,56,1_back,mst_563_A_foil.png
L,31432771,31433522,752,974.7,524.5,4294,56,1_back,mst_563_A_foil.png
L,31433547,31434011,465,959.9,424,3875,56,1_back,mst_563_A_foil.png
L,31434228,31434771,544,972.9,433.5,4174,57,1_back,mst_503_A_foil.png
L,31434790,31435465,676,959.2,490.1,4218,57,1_back,mst_503_A_foil.png
L,31435494,31435736,243,1018.5,553.9,4162,57,1_back,mst_503_A_foil.png
L,31435762,31437858,2097,963,508.3,4250,58,1_back,mst_503_A_foil.png
L,31437880,31438091,212,991.4,520.3,4261,58,1_back,mst_503_A_foil.png
L,31438111,31438298,188,949.9,489.8,3887,58,1_back,mst_503_A_foil.png
L,31438318,31438858,541,978,474.1,3754,58,1_back,mst_503_A_foil.png
L,31438879,31440162,1284,976.6,489.6,3865,59,1_back,mst_311_A_l2.png
L,31440185,31440496,312,898.7,502.3,4047,59,1_back,mst_311_A_l2.png
L,31440514,31446523,6010,947.6,506,4325,62,1_back,mst_628_A_foil.png
L,31446533,31446834,302,946.6,529.8,4853,62,1_back,mst_628_A_foil.png
L,31446862,31447131,270,958.4,527.1,4259,62,1_back,mst_628_A_foil.png
L,31447409,31447632,224,985.9,491.3,3603,62,1_back,mst_628_A_foil.png
L,31447646,31448940,1295,962.8,503.8,3844,63,1_back,mst_358_A_l2.png
L,31448955,31449120,166,995.8,533.3,4221,63,1_back,mst_358_A_l2.png
L,31449133,31449404,272,966.1,513.7,3710,63,1_back,mst_358_A_l2.png
L,31449420,31449785,366,982,553.4,3543,63,1_back,mst_358_A_l2.png
L,31449806,31451551,1746,963.9,502.4,3821,64,1_back,mst_358_B_l2.png
L,31451576,31451932,357,965.3,532.4,3729,64,1_back,mst_358_B_l2.png
L,31452165,31452265,101,985.2,504.8,3842,64,1_back,mst_358_B_l2.png
L,31452295,31452471,177,950.9,546,3976,64,1_back,mst_358_B_l2.png
L,31452485,31452803,319,972.1,550.2,4004,65,1_back,mst_287_A_l2.png
L,31452819,31453025,207,949.1,526,3936,65,1_back,mst_287_A_l2.png
L,31453047,31453245,199,971.2,521.2,4034,65,1_back,mst_287_A_l2.png
L,31453255,31455821,2567,951.3,522.6,3920,66,1_back,mst_138_A_l1.png
L,31455836,31456337,502,915.9,505.4,3824,66,1_back,mst_138_A_l1.png
L,31456355,31456833,479,909.4,517.8,3728,66,1_back,mst_138_A_l1.png
L,31456849,31457051,203,961.1,517.5,3931,67,1_back,mst_138_B_l1.png
L,31457065,31457334,270,921.5,515.9,3931,67,1_back,mst_138_B_l1.png
L,31457355,31458076,722,955.1,518.1,4148,67,1_back,mst_138_B_l1.png
L,31458290,31458316,27,929.6,489.4,3623,67,1_back,mst_138_B_l1.png
L,31458325,31459195,871,941.6,535.9,3927,68,1_back,mst_282_A_l2.png
L,31459204,31459370,167,922.1,529.3,4185,68,1_back,mst_282_A_l2.png
L,31459386,31459560,175,954.2,543.2,4187,68,1_back,mst_282_A_l2.png
L,31459580,31459789,210,912.2,544.8,4348,68,1_back,mst_282_A_l2.png
L,31459812,31460889,1078,948.5,544.4,4229,68,1_back,mst_282_A_l2.png
L,31460906,31461100,195,915.9,543.9,4093,68,1_back,mst_282_A_l2.png
L,31461116,31461308,193,947.7,550.6,4141,68,1_back,mst_282_A_l2.png
L,31461327,31461644,318,899.9,543.2,4079,69,1_back,mst_284_A_l2.png
L,31461658,31463012,1355,921.9,538.6,4248,69,1_back,mst_284_A_l2.png
L,31463029,31463299,271,936.7,520.7,4109,69,1_back,mst_284_A_l2.png
L,31463314,31463733,420,969.7,513.1,4241,69,1_back,mst_284_A_l2.png
L,31463749,31465206,1458,932.7,521.7,4357,70,1_back,mst_284_B_l2.png
L,31465220,31465504,285,960.2,529,3869,70,1_back,mst_284_B_l2.png
L,31465521,31465581,61,922.5,529.1,3909,70,1_back,mst_284_B_l2.png
L,31465782,31466124,343,941.8,548.3,4108,70,1_back,mst_284_B_l2.png
L,31466156,31466435,280,882.6,539.9,4315,71,1_back,mst_128_A_l1.png
L,31466455,31466665,211,949,543.3,4317,71,1_back,mst_128_A_l1.png
L,31466687,31466909,223,922.5,539.9,4415,71,1_back,mst_128_A_l1.png
L,31466939,31467719,781,951,541.7,4477,71,1_back,mst_128_A_l1.png
L,31467731,31467918,188,970.8,515.6,4012,71,1_back,mst_128_A_l1.png
L,31467941,31468404,464,922.7,529.6,4212,71,1_back,mst_128_A_l1.png
L,31468421,31469591,1171,952.4,534.3,4425,72,1_back,mst_128_B_l1.png
L,31469611,31469799,189,1008.1,512.2,4066,72,1_back,mst_128_B_l1.png
L,31469823,31470606,784,959.6,534.1,4179,73,1_back,mst_055_A_l1.png
L,31470630,31471694,1065,972.5,562.9,4473,73,1_back,mst_055_A_l1.png
L,31471714,31471802,89,967.1,536.3,3882,73,1_back,mst_055_A_l1.png
L,31472005,31472248,244,971.6,517.4,3795,73,1_back,mst_055_A_l1.png
L,31472265,31473514,1250,955.7,519,3982,74,1_back,mst_055_B_l1.png
L,31473533,31473981,449,997.8,546.6,3940,74,1_back,mst_055_B_l1.png
L,31474004,31474203,200,944.7,505.5,3811,74,1_back,mst_055_B_l1.png
L,31474221,31474415,195,991,516.3,3892,74,1_back,mst_055_B_l1.png
L,31474427,31475037,611,1011.3,549.7,4089,75,1_back,mst_101_A_l1.png
L,31475056,31475725,670,965.6,541.1,4223,75,1_back,mst_101_A_l1.png
L,31475749,31476009,261,1017.9,574.1,4103,75,1_back,mst_101_A_l1.png
L,31476031,31476291,261,955.7,523.3,3859,75,1_back,mst_101_A_l1.png
L,31476302,31476455,154,980.1,529.4,3784,75,1_back,mst_101_A_l1.png
L,31476480,31476688,209,1033.4,624.6,3796,75,1_back,mst_101_A_l1.png
L,31476712,31477256,545,1008,548,3848,76,1_back,mst_219_A_l2.png
L,31477269,31478480,1212,984.8,542.1,4330,76,1_back,mst_219_A_l2.png
L,31478699,31478935,237,927.7,476.1,3688,76,1_back,mst_219_A_l2.png
L,31478951,31479746,796,985.7,459.3,3796,77,1_back,mst_193_A_l2.png
L,31479764,31480026,263,977.8,496.2,4297,77,1_back,mst_193_A_l2.png
L,31480046,31482567,2522,980.9,527.6,4377,78,1_back,mst_026_A_l1.png
L,31482584,31482616,33,943,518.4,4453,78,1_back,mst_026_A_l1.png
L,31482835,31483480,646,956.5,487.8,3742,78,1_back,mst_026_A_l1.png
L,31483496,31483790,295,997.3,507.6,3726,79,1_back,mst_026_B_l1.png
L,31483808,31485121,1314,955.1,511.9,4073,79,1_back,mst_026_B_l1.png
L,31485135,31485364,230,999.8,535.1,4075,79,1_back,mst_026_B_l1.png
L,31485385,31485630,246,959.9,525.7,4275,79,1_back,mst_026_B_l1.png
L,31485650,31485866,217,977.6,524.5,4287,79,1_back,mst_026_B_l1.png
L,31485886,31486373,488,949.2,514.7,3858,80,1_back,mst_075_B_l1.png
L,31486558,31486956,399,949.1,527.4,3820,80,1_back,mst_075_B_l1.png
L,31486975,31487648,674,984.2,536.3,4159,80,1_back,mst_075_B_l1.png
L,31487670,31488627,958,927.8,546.3,4540,81,1_back,mst_199_B_l2.png
L,31488647,31490052,1406,976.2,535.7,4243,81,1_back,mst_199_B_l2.png
L,31490274,31492044,1771,957.9,506.7,3519,82,1_back,mst_059_A_l1.png
L,31492255,31492521,267,979.1,514.9,3712,82,1_back,mst_059_A_l1.png
L,31492541,31492820,280,971.2,548,3819,82,1_back,mst_059_A_l1.png
L,31492839,31493408,570,940.1,523.5,3775,83,1_back,mst_059_B_l1.png
L,31493440,31494318,879,964.8,531.7,4254,83,1_back,mst_059_B_l1.png
L,31494338,31494950,613,973.3,534.6,3825,83,1_back,mst_059_B_l1.png
L,31494966,31496761,1796,975.8,520.1,4048,84,1_back,mst_256_A_foil.png
L,31497009,31497028,20,972.8,496.9,3599,84,1_back,mst_256_A_foil.png
L,31497047,31497372,326,987.5,525.4,3718,84,1_back,mst_256_A_foil.png
L,31497381,31498420,1040,953.9,513.7,3655,85,1_back,mst_256_A_foil.png
L,31498444,31499158,715,990.5,535.3,4197,85,1_back,mst_256_A_foil.png
L,31499177,31499437,261,926.3,522.6,3733,85,1_back,mst_256_A_foil.png
L,31499453,31500488,1036,967.3,536.9,4100,86,1_back,mst_077_A_l1.png
L,31500508,31501257,750,988.1,538.2,4252,86,1_back,mst_077_A_l1.png
L,31501280,31501856,577,962.3,481.5,3998,86,1_back,mst_077_A_l1.png
L,31501878,31502484,607,1027.8,551.1,4111,87,1_back,mst_017_B_l1.png
L,31502500,31503073,574,1002.2,545.6,4141,87,1_back,mst_017_B_l1.png
L,31503369,31505161,1793,987.5,523.2,4045,88,1_back,mst_077_B_l1.png
L,31505177,31505406,230,928.4,507.8,3867,88,1_back,mst_077_B_l1.png
L,31505422,31505772,351,956.5,465.7,3793,88,1_back,mst_077_B_l1.png
L,31505791,31506419,629,1010.4,518.4,3937,89,1_back,mst_229_A_l2.png
L,31506427,31507832,1406,981.5,534.8,4215,89,1_back,mst_229_A_l2.png
L,31507856,31508937,1082,985.1,493.3,4350,90,1_back,mst_229_B_l2.png
L,31508960,31509771,812,957.9,510.1,4430,90,1_back,mst_229_B_l2.png
L,31509788,31510075,288,1003.5,488.5,3809,90,1_back,mst_229_B_l2.png
L,31510092,31510528,437,964.7,499,4084,90,1_back,mst_229_B_l2.png
L,31510541,31510946,406,992.5,492.1,4248,91,1_back,mst_124_B_l1.png
L,31510967,31511736,770,989.1,521,4538,91,1_back,mst_124_B_l1.png
L,31511762,31511957,196,954.3,452.1,4512,91,1_back,mst_124_B_l1.png
L,31511974,31512049,76,971.8,400.7,4019,91,1_back,mst_124_B_l1.png
L,31512286,31512516,231,1001.7,381.3,3801,91,1_back,mst_124_B_l1.png
L,31512527,31512561,35,976.4,394.1,3903,91,1_back,mst_124_B_l1.png
L,31512859,31513062,204,992.6,432.1,3764,92,1_back,mst_566_A_foil.png
L,31513070,31513255,186,952.6,443,3955,92,1_back,mst_566_A_foil.png
L,31513273,31513444,172,993.1,480.1,3879,92,1_back,mst_566_A_foil.png
L,31513451,31514184,734,972.9,481.2,3931,92,1_back,mst_566_A_foil.png
L,31514199,31514502,304,961.5,503.1,3922,92,1_back,mst_566_A_foil.png
L,31514513,31514743,231,994.3,498.7,3938,92,1_back,mst_566_A_foil.png
L,31514757,31515097,341,965.9,476.4,3935,92,1_back,mst_566_A_foil.png
L,31515140,31515295,156,987.6,584.5,3999,92,1_back,mst_566_A_foil.png
L,31515307,31515639,333,1010.3,562.5,3934,93,1_back,mst_566_A_foil.png
L,31515651,31515839,189,988.1,532.6,3849,93,1_back,mst_566_A_foil.png
L,31515847,31516351,505,983.4,518.4,3975,93,1_back,mst_566_A_foil.png
L,31516365,31516768,404,979.2,540.7,3994,93,1_back,mst_566_A_foil.png
L,31516784,31517726,943,1007.3,549.8,4232,94,1_back,mst_112_A_l1.png
L,31517752,31518706,955,974.9,525.2,4389,94,1_back,mst_112_A_l1.png
L,31518716,31519199,484,972.9,541.6,3902,94,1_back,mst_112_A_l1.png
L,31519418,31519609,192,933.7,495.3,3640,94,1_back,mst_112_A_l1.png
L,31519629,31520043,415,989.1,558.3,3883,95,1_back,mst_112_B_l1.png
L,31520061,31521039,979,969,545.2,4360,95,1_back,mst_112_B_l1.png
L,31521059,31521295,237,1035.8,560.1,4061,95,1_back,mst_112_B_l1.png
L,31521319,31523119,1801,961.5,552.2,4298,96,1_back,mst_013_B_l1.png
L,31523141,31523312,172,994.6,548.2,4345,96,1_back,mst_013_B_l1.png
L,31523563,31523582,20,959.8,527.3,4150,96,1_back,mst_013_B_l1.png
L,31523588,31523931,344,970,545,4241,96,1_back,mst_013_B_l1.png
L,31523947,31524336,390,1004.1,538,4032,97,1_back,mst_123_A_l1.png
L,31524358,31524546,189,952.7,527.3,3758,97,1_back,mst_123_A_l1.png
